application_id,checking_status,duration_months,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate_pct,personal_status_sex,other_debtors,residence_since_years,property,age_years,other_installment_plans,housing,existing_credits_count,job,dependents_count,telephone,foreign_worker,default
0487,none,12,existing_paid_duly,radio_tv,3077,lt_100,1_to_4y,2,male_single,none,4,car_or_other,52,none,own,1,skilled_employee,1,yes,yes,0
0488,none,24,existing_paid_duly,car_new,3757,lt_100,ge_7y,4,female_divorced_separated_married,co_applicant,4,unknown_or_none,62,none,for_free,1,skilled_employee,1,yes,yes,0
0489,none,10,existing_paid_duly,car_new,1418,100_to_500,1_to_4y,3,male_single,none,2,real_estate,35,none,rent,1,unskilled_resident,1,none,no,0
0490,none,6,existing_paid_duly,car_new,3518,lt_100,1_to_4y,2,male_single,guarantor,3,savings_agreement_or_life_insurance,26,none,rent,1,skilled_employee,1,none,yes,0
0491,none,12,critical_or_other_credits,radio_tv,1934,lt_100,ge_7y,2,male_single,none,2,unknown_or_none,26,none,own,2,skilled_employee,1,none,yes,0
0492,0_to_200,27,no_credits_all_paid,business,8318,lt_100,ge_7y,2,female_divorced_separated_married,none,4,unknown_or_none,42,none,for_free,2,management_or_self_employed,1,yes,yes,1
0493,none,6,critical_or_other_credits,radio_tv,1237,100_to_500,1_to_4y,1,female_divorced_separated_married,none,1,savings_agreement_or_life_insurance,27,none,own,2,skilled_employee,1,none,yes,0
0494,0_to_200,6,existing_paid_duly,radio_tv,368,unknown_or_none,ge_7y,4,male_single,none,4,savings_agreement_or_life_insurance,38,none,own,1,skilled_employee,1,none,yes,0
0495,lt_0,12,critical_or_other_credits,car_new,2122,lt_100,1_to_4y,3,male_single,none,2,real_estate,39,none,rent,2,unskilled_resident,2,none,no,0
0496,lt_0,24,existing_paid_duly,furniture_equipment,2996,unknown_or_none,1_to_4y,2,male_married_widowed,none,4,car_or_other,20,none,own,1,skilled_employee,1,none,yes,1
0497,0_to_200,36,existing_paid_duly,furniture_equipment,9034,100_to_500,lt_1y,4,male_single,co_applicant,1,unknown_or_none,29,none,rent,1,management_or_self_employed,1,yes,yes,1
0498,none,24,critical_or_other_credits,furniture_equipment,1585,lt_100,4_to_7y,4,male_single,none,3,savings_agreement_or_life_insurance,40,none,own,2,skilled_employee,1,none,yes,0
0499,0_to_200,18,existing_paid_duly,radio_tv,1301,lt_100,ge_7y,4,male_married_widowed,guarantor,2,real_estate,32,none,own,1,unskilled_resident,1,none,yes,0
0500,ge_200_or_salary,6,critical_or_other_credits,car_new,1323,100_to_500,ge_7y,2,male_divorced_separated,none,4,car_or_other,28,none,own,2,skilled_employee,2,yes,yes,0
0501,lt_0,24,existing_paid_duly,car_new,3123,lt_100,lt_1y,4,female_divorced_separated_married,none,1,savings_agreement_or_life_insurance,27,none,own,1,skilled_employee,1,none,yes,1
0502,lt_0,36,existing_paid_duly,car_used,5493,lt_100,ge_7y,2,male_single,none,4,unknown_or_none,42,none,for_free,1,skilled_employee,2,none,yes,0
0503,ge_200_or_salary,9,existing_paid_duly,radio_tv,1126,100_to_500,ge_7y,2,male_divorced_separated,none,4,real_estate,49,none,own,1,skilled_employee,1,none,yes,0
0504,0_to_200,24,critical_or_other_credits,radio_tv,1216,100_to_500,lt_1y,4,male_single,none,4,unknown_or_none,38,bank,own,2,skilled_employee,2,none,yes,1
0505,lt_0,24,existing_paid_duly,car_new,1207,lt_100,lt_1y,4,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,24,none,rent,1,skilled_employee,1,none,yes,1
0506,none,10,existing_paid_duly,car_new,1309,unknown_or_none,1_to_4y,4,male_single,guarantor,4,savings_agreement_or_life_insurance,27,none,own,1,unskilled_resident,1,none,yes,1
0507,ge_200_or_salary,15,critical_or_other_credits,car_used,2360,500_to_1000,1_to_4y,2,male_single,none,2,car_or_other,36,none,own,1,skilled_employee,1,yes,yes,0
0508,0_to_200,15,all_paid_this_bank,car_new,6850,100_to_500,unemployed,1,male_single,none,2,savings_agreement_or_life_insurance,34,none,own,1,management_or_self_employed,2,yes,yes,1
0509,none,24,existing_paid_duly,radio_tv,1413,lt_100,1_to_4y,4,male_married_widowed,none,2,savings_agreement_or_life_insurance,28,none,own,1,skilled_employee,1,none,yes,0
0510,none,39,existing_paid_duly,car_used,8588,100_to_500,ge_7y,4,male_single,none,2,car_or_other,45,none,own,1,management_or_self_employed,1,yes,yes,0
0511,lt_0,12,existing_paid_duly,car_new,759,lt_100,4_to_7y,4,male_single,none,2,real_estate,26,none,own,1,skilled_employee,1,none,yes,1
0512,none,36,existing_paid_duly,car_used,4686,lt_100,1_to_4y,2,male_single,none,2,unknown_or_none,32,none,for_free,1,management_or_self_employed,1,yes,yes,0
0513,ge_200_or_salary,15,existing_paid_duly,business,2687,lt_100,4_to_7y,2,male_single,none,4,savings_agreement_or_life_insurance,26,none,rent,1,skilled_employee,1,yes,yes,0
0514,0_to_200,12,past_delays,radio_tv,585,lt_100,1_to_4y,4,male_married_widowed,co_applicant,4,real_estate,20,none,rent,2,skilled_employee,1,none,yes,0
0515,none,24,existing_paid_duly,car_new,2255,unknown_or_none,lt_1y,4,male_single,none,1,savings_agreement_or_life_insurance,54,none,own,1,skilled_employee,1,none,yes,0
0516,lt_0,6,critical_or_other_credits,car_new,609,lt_100,4_to_7y,4,female_divorced_separated_married,none,3,savings_agreement_or_life_insurance,37,none,own,2,skilled_employee,1,none,no,0
0517,lt_0,6,critical_or_other_credits,car_new,1361,lt_100,lt_1y,2,male_single,none,4,real_estate,40,none,own,1,unskilled_resident,2,none,no,0
0518,none,36,critical_or_other_credits,furniture_equipment,7127,lt_100,lt_1y,2,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,23,none,rent,2,skilled_employee,1,yes,yes,1
0519,lt_0,6,existing_paid_duly,car_new,1203,100_to_500,ge_7y,3,male_single,none,2,savings_agreement_or_life_insurance,43,none,own,1,skilled_employee,1,yes,yes,0
0520,none,6,critical_or_other_credits,radio_tv,700,unknown_or_none,ge_7y,4,male_single,none,4,unknown_or_none,36,none,for_free,2,skilled_employee,1,none,yes,0
0521,none,24,critical_or_other_credits,repairs,5507,lt_100,ge_7y,3,male_single,none,4,unknown_or_none,44,none,for_free,2,skilled_employee,1,none,yes,0
0522,lt_0,18,existing_paid_duly,radio_tv,3190,lt_100,1_to_4y,2,female_divorced_separated_married,none,2,real_estate,24,none,own,1,skilled_employee,1,none,yes,1
0523,lt_0,48,no_credits_all_paid,furniture_equipment,7119,lt_100,1_to_4y,3,male_single,none,4,unknown_or_none,53,none,for_free,2,skilled_employee,2,none,yes,1
0524,none,24,existing_paid_duly,car_used,3488,100_to_500,4_to_7y,3,female_divorced_separated_married,none,4,car_or_other,23,none,own,1,skilled_employee,1,none,yes,0
0525,0_to_200,18,existing_paid_duly,radio_tv,1113,lt_100,1_to_4y,4,female_divorced_separated_married,guarantor,4,real_estate,26,none,own,1,unskilled_resident,2,none,yes,0
0526,0_to_200,26,existing_paid_duly,car_used,7966,lt_100,lt_1y,2,male_single,none,3,car_or_other,30,none,own,2,skilled_employee,1,none,yes,0
0527,none,15,critical_or_other_credits,education,1532,100_to_500,1_to_4y,4,female_divorced_separated_married,none,3,car_or_other,31,none,own,1,skilled_employee,1,none,yes,0
0528,none,4,critical_or_other_credits,radio_tv,1503,lt_100,4_to_7y,2,male_single,none,1,real_estate,42,none,own,2,unskilled_resident,2,none,yes,0
0529,lt_0,36,existing_paid_duly,radio_tv,2302,lt_100,1_to_4y,4,male_divorced_separated,none,4,car_or_other,31,none,rent,1,skilled_employee,1,none,yes,1
0530,lt_0,6,existing_paid_duly,car_new,662,lt_100,lt_1y,3,male_single,none,4,real_estate,41,none,own,1,unskilled_resident,2,yes,yes,0
0531,0_to_200,36,existing_paid_duly,education,2273,lt_100,4_to_7y,3,male_single,none,1,car_or_other,32,none,own,2,skilled_employee,2,none,yes,0
0532,0_to_200,15,existing_paid_duly,car_new,2631,100_to_500,1_to_4y,2,female_divorced_separated_married,none,4,car_or_other,28,none,rent,2,skilled_employee,1,yes,yes,1
0533,none,12,past_delays,car_used,1503,lt_100,1_to_4y,4,male_married_widowed,none,4,real_estate,41,none,rent,1,skilled_employee,1,none,yes,0
0534,none,24,existing_paid_duly,radio_tv,1311,100_to_500,4_to_7y,4,male_married_widowed,none,3,savings_agreement_or_life_insurance,26,none,own,1,skilled_employee,1,yes,yes,0
0535,none,24,existing_paid_duly,radio_tv,3105,unknown_or_none,lt_1y,4,male_single,none,2,car_or_other,25,none,own,2,skilled_employee,1,none,yes,0
0536,ge_200_or_salary,21,critical_or_other_credits,education,2319,lt_100,lt_1y,2,male_divorced_separated,none,1,car_or_other,33,none,rent,1,skilled_employee,1,none,yes,1
0537,lt_0,6,existing_paid_duly,car_new,1374,unknown_or_none,unemployed,4,female_divorced_separated_married,none,3,savings_agreement_or_life_insurance,75,none,own,1,management_or_self_employed,1,yes,yes,0
0538,0_to_200,18,critical_or_other_credits,furniture_equipment,3612,lt_100,ge_7y,3,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,37,none,own,1,skilled_employee,1,yes,yes,0
0539,lt_0,48,existing_paid_duly,car_new,7763,lt_100,ge_7y,4,male_single,none,4,unknown_or_none,42,bank,for_free,1,management_or_self_employed,1,none,yes,1
0540,ge_200_or_salary,18,existing_paid_duly,furniture_equipment,3049,lt_100,lt_1y,1,female_divorced_separated_married,none,1,savings_agreement_or_life_insurance,45,stores,own,1,unskilled_resident,1,none,yes,0
0541,0_to_200,12,existing_paid_duly,radio_tv,1534,lt_100,lt_1y,1,male_married_widowed,none,1,real_estate,23,none,rent,1,skilled_employee,1,none,yes,1
0542,none,24,past_delays,car_new,2032,lt_100,ge_7y,4,male_single,none,4,unknown_or_none,60,none,for_free,2,skilled_employee,1,yes,yes,0
0543,lt_0,30,existing_paid_duly,furniture_equipment,6350,unknown_or_none,ge_7y,4,male_single,none,4,savings_agreement_or_life_insurance,31,none,own,1,skilled_employee,1,none,yes,1
0544,ge_200_or_salary,18,existing_paid_duly,furniture_equipment,2864,lt_100,1_to_4y,2,male_single,none,1,real_estate,34,none,own,1,unskilled_resident,2,none,yes,1
0545,none,12,critical_or_other_credits,car_new,1255,lt_100,ge_7y,4,male_single,none,4,real_estate,61,none,own,2,unskilled_resident,1,none,yes,0
0546,lt_0,24,past_delays,car_new,1333,lt_100,unemployed,4,male_single,none,2,real_estate,43,none,for_free,2,skilled_employee,2,none,yes,1
0547,none,24,critical_or_other_credits,car_new,2022,lt_100,1_to_4y,4,female_divorced_separated_married,none,4,car_or_other,37,none,own,1,skilled_employee,1,yes,yes,0
0548,none,24,existing_paid_duly,radio_tv,1552,lt_100,4_to_7y,3,male_single,none,1,car_or_other,32,bank,own,1,skilled_employee,2,none,yes,0
0549,lt_0,12,all_paid_this_bank,radio_tv,626,lt_100,1_to_4y,4,female_divorced_separated_married,none,4,real_estate,24,bank,own,1,unskilled_resident,1,none,yes,1
0550,none,48,critical_or_other_credits,car_used,8858,unknown_or_none,4_to_7y,2,male_single,none,1,unknown_or_none,35,none,for_free,2,skilled_employee,1,yes,yes,0
0551,none,12,critical_or_other_credits,repairs,996,unknown_or_none,4_to_7y,4,female_divorced_separated_married,none,4,real_estate,23,none,own,2,skilled_employee,1,none,yes,0
0552,none,6,all_paid_this_bank,radio_tv,1750,500_to_1000,ge_7y,2,male_single,none,4,savings_agreement_or_life_insurance,45,bank,own,1,unskilled_resident,2,none,yes,0
0553,lt_0,48,existing_paid_duly,radio_tv,6999,lt_100,4_to_7y,1,male_married_widowed,guarantor,1,real_estate,34,none,own,2,skilled_employee,1,yes,yes,1
0554,0_to_200,12,critical_or_other_credits,car_new,1995,100_to_500,lt_1y,4,male_single,none,1,car_or_other,27,none,own,1,skilled_employee,1,none,yes,0
0555,0_to_200,9,existing_paid_duly,education,1199,lt_100,4_to_7y,4,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,67,none,own,2,management_or_self_employed,1,yes,yes,0
0556,0_to_200,12,existing_paid_duly,radio_tv,1331,lt_100,lt_1y,2,male_single,none,1,car_or_other,22,stores,own,1,skilled_employee,1,none,yes,1
0557,0_to_200,18,no_credits_all_paid,car_new,2278,100_to_500,lt_1y,3,female_divorced_separated_married,none,3,car_or_other,28,none,own,2,skilled_employee,1,none,yes,1
0558,none,21,no_credits_all_paid,car_new,5003,unknown_or_none,1_to_4y,1,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,29,bank,own,2,skilled_employee,1,yes,yes,1
0559,lt_0,24,all_paid_this_bank,furniture_equipment,3552,lt_100,4_to_7y,3,male_single,none,4,car_or_other,27,bank,own,1,skilled_employee,1,none,yes,1
0560,0_to_200,18,critical_or_other_credits,furniture_equipment,1928,lt_100,lt_1y,2,male_single,none,2,real_estate,31,none,own,2,unskilled_resident,1,none,yes,1
0561,lt_0,24,existing_paid_duly,car_used,2964,unknown_or_none,ge_7y,4,male_single,none,4,unknown_or_none,49,bank,for_free,1,skilled_employee,2,yes,yes,0
0562,lt_0,24,all_paid_this_bank,radio_tv,1546,lt_100,4_to_7y,4,male_single,guarantor,4,car_or_other,24,bank,rent,1,unskilled_resident,1,none,yes,1
0563,ge_200_or_salary,6,past_delays,radio_tv,683,lt_100,lt_1y,2,female_divorced_separated_married,none,1,savings_agreement_or_life_insurance,29,bank,own,1,skilled_employee,1,none,yes,0
0564,0_to_200,36,existing_paid_duly,car_new,12389,unknown_or_none,1_to_4y,1,male_single,none,4,unknown_or_none,37,none,for_free,1,skilled_employee,1,yes,yes,1
0565,0_to_200,24,past_delays,business,4712,unknown_or_none,1_to_4y,4,male_single,none,2,savings_agreement_or_life_insurance,37,bank,own,2,management_or_self_employed,1,yes,yes,0
0566,0_to_200,24,past_delays,radio_tv,1553,100_to_500,4_to_7y,3,female_divorced_separated_married,none,2,savings_agreement_or_life_insurance,23,none,rent,2,skilled_employee,1,yes,yes,0
0567,lt_0,12,existing_paid_duly,car_new,1372,lt_100,4_to_7y,2,male_divorced_separated,none,3,car_or_other,36,none,own,1,skilled_employee,1,none,yes,1
0568,none,24,critical_or_other_credits,radio_tv,2578,ge_1000,ge_7y,2,male_single,none,2,car_or_other,34,none,own,1,skilled_employee,1,none,yes,0
0569,0_to_200,48,existing_paid_duly,radio_tv,3979,unknown_or_none,4_to_7y,4,male_single,none,1,car_or_other,41,none,own,2,skilled_employee,2,yes,yes,0
0570,lt_0,48,existing_paid_duly,radio_tv,6758,lt_100,1_to_4y,3,female_divorced_separated_married,none,2,car_or_other,31,none,own,1,skilled_employee,1,yes,yes,1
0571,lt_0,24,existing_paid_duly,furniture_equipment,3234,lt_100,lt_1y,4,female_divorced_separated_married,none,4,real_estate,23,none,rent,1,unskilled_resident,1,yes,yes,1
0572,none,30,critical_or_other_credits,radio_tv,5954,lt_100,4_to_7y,3,male_single,co_applicant,2,car_or_other,38,none,own,1,skilled_employee,1,none,yes,0
0573,none,24,existing_paid_duly,car_used,5433,unknown_or_none,unemployed,2,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,26,none,rent,1,management_or_self_employed,1,yes,yes,0
0574,lt_0,15,existing_paid_duly,business,806,lt_100,1_to_4y,4,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,22,none,own,1,unskilled_resident,1,none,yes,0
0575,0_to_200,9,existing_paid_duly,radio_tv,1082,lt_100,ge_7y,4,male_single,none,4,car_or_other,27,none,own,2,unskilled_resident,1,none,yes,0
0576,none,15,critical_or_other_credits,furniture_equipment,2788,lt_100,4_to_7y,2,female_divorced_separated_married,co_applicant,3,car_or_other,24,bank,own,2,skilled_employee,1,none,yes,0
0577,0_to_200,12,existing_paid_duly,radio_tv,2930,lt_100,4_to_7y,2,female_divorced_separated_married,none,1,real_estate,27,none,own,1,skilled_employee,1,none,yes,0
0578,none,24,critical_or_other_credits,education,1927,unknown_or_none,1_to_4y,3,female_divorced_separated_married,none,2,car_or_other,33,none,own,2,skilled_employee,1,yes,yes,0
0579,0_to_200,36,critical_or_other_credits,car_new,2820,lt_100,lt_1y,4,male_divorced_separated,none,4,car_or_other,27,none,own,2,skilled_employee,1,none,yes,1
0580,none,24,existing_paid_duly,retraining,937,lt_100,lt_1y,4,male_married_widowed,none,3,car_or_other,27,none,own,2,unskilled_resident,1,none,yes,0
0581,0_to_200,18,critical_or_other_credits,car_new,1056,lt_100,ge_7y,3,male_single,guarantor,3,real_estate,30,bank,own,2,skilled_employee,1,none,yes,1
0582,0_to_200,12,critical_or_other_credits,car_new,3124,lt_100,lt_1y,1,male_single,none,3,real_estate,49,bank,own,2,unskilled_resident,2,none,yes,0
0583,none,9,existing_paid_duly,furniture_equipment,1388,lt_100,1_to_4y,4,female_divorced_separated_married,none,2,real_estate,26,none,rent,1,skilled_employee,1,none,yes,0
0584,0_to_200,36,existing_paid_duly,repairs,2384,lt_100,lt_1y,4,male_single,none,1,unknown_or_none,33,none,rent,1,unskilled_resident,1,none,yes,1
0585,none,12,existing_paid_duly,car_new,2133,unknown_or_none,ge_7y,4,female_divorced_separated_married,none,4,unknown_or_none,52,none,for_free,1,management_or_self_employed,1,yes,yes,0
0586,lt_0,18,existing_paid_duly,furniture_equipment,2039,lt_100,1_to_4y,1,female_divorced_separated_married,none,4,real_estate,20,bank,rent,1,skilled_employee,1,none,yes,1
0587,lt_0,9,critical_or_other_credits,car_new,2799,lt_100,1_to_4y,2,male_single,none,2,real_estate,36,none,rent,2,skilled_employee,2,none,yes,0
0588,lt_0,12,existing_paid_duly,furniture_equipment,1289,lt_100,1_to_4y,4,male_single,guarantor,1,savings_agreement_or_life_insurance,21,none,own,1,unskilled_resident,1,none,yes,0
0589,lt_0,18,existing_paid_duly,domestic_appliances,1217,lt_100,1_to_4y,4,male_married_widowed,none,3,real_estate,47,none,own,1,unskilled_resident,1,yes,yes,1
0590,lt_0,12,critical_or_other_credits,furniture_equipment,2246,lt_100,ge_7y,3,male_single,none,3,savings_agreement_or_life_insurance,60,none,own,2,skilled_employee,1,none,yes,1
0591,lt_0,12,critical_or_other_credits,radio_tv,385,lt_100,4_to_7y,4,female_divorced_separated_married,none,3,real_estate,58,none,own,4,unskilled_resident,1,yes,yes,0
0592,0_to_200,24,past_delays,car_new,1965,unknown_or_none,1_to_4y,4,female_divorced_separated_married,none,4,car_or_other,42,none,rent,2,skilled_employee,1,yes,yes,0
0593,none,21,existing_paid_duly,business,1572,ge_1000,ge_7y,4,female_divorced_separated_married,none,4,real_estate,36,bank,own,1,unskilled_resident,1,none,yes,0
0594,0_to_200,24,existing_paid_duly,car_new,2718,lt_100,1_to_4y,3,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,20,none,rent,1,unskilled_resident,1,yes,yes,1
0595,lt_0,24,all_paid_this_bank,other,1358,unknown_or_none,ge_7y,4,male_single,none,3,car_or_other,40,stores,own,1,management_or_self_employed,1,yes,yes,1
0596,0_to_200,6,all_paid_this_bank,car_new,931,100_to_500,lt_1y,1,female_divorced_separated_married,none,1,savings_agreement_or_life_insurance,32,stores,own,1,unskilled_resident,1,none,yes,1
0597,lt_0,24,existing_paid_duly,car_new,1442,lt_100,4_to_7y,4,female_divorced_separated_married,none,4,car_or_other,23,none,rent,2,skilled_employee,1,none,yes,1
0598,0_to_200,24,no_credits_all_paid,business,4241,lt_100,1_to_4y,1,male_single,none,4,real_estate,36,none,own,3,unskilled_resident,1,yes,yes,1
0599,none,18,critical_or_other_credits,car_new,2775,lt_100,4_to_7y,2,male_single,none,2,savings_agreement_or_life_insurance,31,bank,own,2,skilled_employee,1,none,yes,1
0600,none,24,past_delays,business,3863,lt_100,1_to_4y,1,male_single,none,2,unknown_or_none,32,none,for_free,1,skilled_employee,1,none,yes,0
0601,0_to_200,7,existing_paid_duly,radio_tv,2329,lt_100,lt_1y,1,female_divorced_separated_married,guarantor,1,real_estate,45,none,own,1,skilled_employee,1,none,yes,0
0602,0_to_200,9,existing_paid_duly,furniture_equipment,918,lt_100,1_to_4y,4,female_divorced_separated_married,none,1,savings_agreement_or_life_insurance,30,none,own,1,skilled_employee,1,none,yes,1
0603,0_to_200,24,all_paid_this_bank,education,1837,lt_100,4_to_7y,4,female_divorced_separated_married,none,4,unknown_or_none,34,bank,for_free,1,unskilled_resident,1,none,yes,1
0604,none,36,existing_paid_duly,furniture_equipment,3349,lt_100,1_to_4y,4,female_divorced_separated_married,none,2,car_or_other,28,none,own,1,management_or_self_employed,1,yes,yes,1
0605,ge_200_or_salary,10,existing_paid_duly,furniture_equipment,1275,lt_100,lt_1y,4,female_divorced_separated_married,none,2,savings_agreement_or_life_insurance,23,none,own,1,skilled_employee,1,none,yes,0
0606,lt_0,24,all_paid_this_bank,furniture_equipment,2828,500_to_1000,1_to_4y,4,male_single,none,4,real_estate,22,stores,own,1,skilled_employee,1,yes,yes,0
0607,none,24,critical_or_other_credits,business,4526,lt_100,1_to_4y,3,male_single,none,2,real_estate,74,none,own,1,management_or_self_employed,1,yes,yes,0
0608,0_to_200,36,existing_paid_duly,radio_tv,2671,100_to_500,1_to_4y,4,female_divorced_separated_married,co_applicant,4,unknown_or_none,50,none,for_free,1,skilled_employee,1,none,yes,1
0609,none,18,existing_paid_duly,radio_tv,2051,lt_100,lt_1y,4,male_single,none,1,real_estate,33,none,own,1,skilled_employee,1,none,yes,0
0610,none,15,existing_paid_duly,car_used,1300,unknown_or_none,ge_7y,4,male_single,none,4,unknown_or_none,45,bank,for_free,1,skilled_employee,2,none,yes,0
0611,lt_0,12,existing_paid_duly,domestic_appliances,741,100_to_500,unemployed,4,female_divorced_separated_married,none,3,savings_agreement_or_life_insurance,22,none,own,1,skilled_employee,1,none,yes,1
0612,ge_200_or_salary,10,existing_paid_duly,car_new,1240,100_to_500,ge_7y,1,female_divorced_separated_married,none,4,unknown_or_none,48,none,for_free,1,unskilled_resident,2,none,yes,1
0613,lt_0,21,existing_paid_duly,radio_tv,3357,ge_1000,lt_1y,4,female_divorced_separated_married,none,2,car_or_other,29,bank,own,1,skilled_employee,1,none,yes,0
0614,lt_0,24,all_paid_this_bank,car_used,3632,lt_100,1_to_4y,1,female_divorced_separated_married,guarantor,4,car_or_other,22,bank,rent,1,skilled_employee,1,none,no,0
0615,none,18,past_delays,furniture_equipment,1808,lt_100,4_to_7y,4,female_divorced_separated_married,none,1,real_estate,22,none,own,1,skilled_employee,1,none,yes,1
0616,0_to_200,48,no_credits_all_paid,business,12204,unknown_or_none,1_to_4y,2,male_single,none,2,car_or_other,48,bank,own,1,management_or_self_employed,1,yes,yes,0
0617,0_to_200,60,past_delays,radio_tv,9157,unknown_or_none,1_to_4y,2,male_single,none,2,unknown_or_none,27,none,for_free,1,management_or_self_employed,1,none,yes,0
0618,lt_0,6,critical_or_other_credits,car_new,3676,lt_100,1_to_4y,1,male_single,none,3,real_estate,37,none,rent,3,skilled_employee,2,none,yes,0
0619,0_to_200,30,existing_paid_duly,furniture_equipment,3441,100_to_500,1_to_4y,2,female_divorced_separated_married,co_applicant,4,car_or_other,21,none,rent,1,skilled_employee,1,none,yes,1
0620,none,12,existing_paid_duly,car_new,640,lt_100,1_to_4y,4,male_divorced_separated,none,2,real_estate,49,none,own,1,unskilled_resident,1,none,yes,0
0621,0_to_200,21,critical_or_other_credits,business,3652,lt_100,4_to_7y,2,male_single,none,3,savings_agreement_or_life_insurance,27,none,own,2,skilled_employee,1,none,yes,0
0622,none,18,critical_or_other_credits,car_new,1530,lt_100,1_to_4y,3,male_single,none,2,savings_agreement_or_life_insurance,32,bank,own,2,skilled_employee,1,none,yes,1
0623,none,48,existing_paid_duly,business,3914,unknown_or_none,1_to_4y,4,male_divorced_separated,none,2,real_estate,38,bank,own,1,skilled_employee,1,none,yes,1
0624,lt_0,12,existing_paid_duly,furniture_equipment,1858,lt_100,lt_1y,4,female_divorced_separated_married,none,1,car_or_other,22,none,rent,1,skilled_employee,1,none,yes,0
0625,lt_0,18,existing_paid_duly,radio_tv,2600,lt_100,1_to_4y,4,male_single,none,4,unknown_or_none,65,none,for_free,2,skilled_employee,1,none,yes,1
0626,none,15,existing_paid_duly,radio_tv,1979,unknown_or_none,ge_7y,4,male_single,none,2,car_or_other,35,none,own,1,skilled_employee,1,none,yes,0
0627,ge_200_or_salary,6,existing_paid_duly,furniture_equipment,2116,lt_100,1_to_4y,2,male_single,none,2,real_estate,41,none,own,1,skilled_employee,1,yes,yes,0
0628,0_to_200,9,all_paid_this_bank,car_new,1437,100_to_500,4_to_7y,2,male_single,none,3,unknown_or_none,29,none,own,1,skilled_employee,1,none,yes,1
0629,none,42,critical_or_other_credits,furniture_equipment,4042,500_to_1000,1_to_4y,4,male_single,none,4,real_estate,36,none,own,2,skilled_employee,1,yes,yes,0
0630,none,9,existing_paid_duly,education,3832,unknown_or_none,ge_7y,1,male_single,none,4,real_estate,64,none,own,1,unskilled_resident,1,none,yes,0
0631,lt_0,24,existing_paid_duly,radio_tv,3660,lt_100,1_to_4y,2,female_divorced_separated_married,none,4,car_or_other,28,none,own,1,skilled_employee,1,none,yes,0
0632,lt_0,18,all_paid_this_bank,furniture_equipment,1553,lt_100,1_to_4y,4,male_single,none,3,car_or_other,44,bank,own,1,skilled_employee,1,none,yes,1
0633,0_to_200,15,existing_paid_duly,radio_tv,1444,unknown_or_none,lt_1y,4,male_single,none,1,savings_agreement_or_life_insurance,23,none,own,1,skilled_employee,1,none,yes,0
0634,none,9,existing_paid_duly,furniture_equipment,1980,lt_100,lt_1y,2,female_divorced_separated_married,co_applicant,2,car_or_other,19,none,rent,2,skilled_employee,1,none,yes,1
0635,0_to_200,24,existing_paid_duly,car_new,1355,lt_100,lt_1y,3,female_divorced_separated_married,none,4,car_or_other,25,none,own,1,unskilled_resident,1,yes,yes,1
0636,none,12,existing_paid_duly,education,1393,lt_100,ge_7y,4,male_single,none,4,savings_agreement_or_life_insurance,47,bank,own,3,skilled_employee,2,yes,yes,0
0637,none,24,existing_paid_duly,radio_tv,1376,500_to_1000,4_to_7y,4,female_divorced_separated_married,none,1,car_or_other,28,none,own,1,skilled_employee,1,none,yes,0
0638,none,60,past_delays,radio_tv,15653,lt_100,4_to_7y,2,male_single,none,4,car_or_other,21,none,own,2,skilled_employee,1,yes,yes,0
0639,none,12,existing_paid_duly,radio_tv,1493,lt_100,lt_1y,4,female_divorced_separated_married,none,3,car_or_other,34,none,own,1,skilled_employee,2,none,yes,0
0640,lt_0,42,past_delays,radio_tv,4370,lt_100,4_to_7y,3,male_single,none,2,savings_agreement_or_life_insurance,26,bank,own,2,skilled_employee,2,yes,yes,1
0641,lt_0,18,existing_paid_duly,education,750,lt_100,unemployed,4,female_divorced_separated_married,none,1,real_estate,27,none,own,1,unemployed_unskilled_non_resident,1,none,yes,1
0642,0_to_200,15,existing_paid_duly,repairs,1308,lt_100,ge_7y,4,male_single,none,4,car_or_other,38,none,own,2,unskilled_resident,1,none,yes,0
0643,none,15,existing_paid_duly,education,4623,100_to_500,1_to_4y,3,male_single,none,2,savings_agreement_or_life_insurance,40,none,own,1,management_or_self_employed,1,yes,yes,1
0644,none,24,critical_or_other_credits,radio_tv,1851,lt_100,4_to_7y,4,male_married_widowed,guarantor,2,car_or_other,33,none,own,2,skilled_employee,1,yes,yes,0
0645,lt_0,18,critical_or_other_credits,radio_tv,1880,lt_100,4_to_7y,4,male_married_widowed,none,1,savings_agreement_or_life_insurance,32,none,own,2,management_or_self_employed,1,yes,yes,0
0646,none,36,past_delays,business,7980,unknown_or_none,lt_1y,4,male_single,none,4,car_or_other,27,none,rent,2,skilled_employee,1,yes,yes,1
0647,lt_0,30,no_credits_all_paid,furniture_equipment,4583,lt_100,1_to_4y,2,male_divorced_separated,guarantor,2,real_estate,32,none,own,2,skilled_employee,1,none,yes,0
